date,y2,y5,y10,y30,2s5s_spread,2s5s_z,5s10s_spread,5s10s_z,10s30s_spread,10s30s_z
1980-02-12,14.939943,14.560050,13.726020,,-37.989313,-2.551830,-83.403003,-1.103700,,
1980-02-13,14.480619,14.182542,13.457485,,-29.807742,-1.925978,-72.505707,-0.517520,,
1980-02-14,14.479104,14.213853,13.517590,,-26.525122,-1.653788,-69.626257,-0.373502,,
1980-02-15,14.785145,14.398700,13.634751,,-38.644498,-2.242514,-76.394923,-0.719275,,
1980-02-18,14.829467,14.413856,13.708898,,-41.561110,-2.267505,-70.495818,-0.420889,,
1980-02-19,14.731620,14.338095,13.638946,,-39.352506,-2.026336,-69.914961,-0.401981,,
1980-02-20,14.654901,14.234300,13.602264,,-42.060095,-2.055310,-63.203548,-0.076199,,
1980-02-21,14.528245,14.191757,13.632820,,-33.648842,-1.554733,-55.893611,0.288792,,
1980-02-22,14.553184,14.221178,13.684895,,-33.200624,-1.473374,-53.628361,0.386311,,
1980-02-25,14.428528,14.187948,13.706279,,-24.058034,-1.001035,-48.166830,0.661373,,
1980-02-26,14.481373,14.189423,13.721489,,-29.194996,-1.203228,-46.793330,0.712171,,
1980-02-27,14.582197,14.242009,13.702226,,-34.018786,-1.387805,-53.978336,0.282890,,
1980-02-28,14.583287,14.243978,13.648409,,-33.930902,-1.335902,-59.556957,-0.057804,,
1980-02-29,14.849029,14.368384,13.683667,,-48.064527,-1.951140,-68.471684,-0.574498,,
1980-03-03,14.790591,14.367843,13.722660,,-42.274808,-1.604015,-64.518327,-0.355279,,
1980-03-04,15.133398,14.594585,13.880712,,-53.881329,-2.062754,-71.387342,-0.769577,,
1980-03-05,14.871863,14.416934,13.796380,,-45.492825,-1.591422,-62.055389,-0.235073,,
1980-03-06,14.835634,14.457234,13.884306,,-37.840040,-1.201767,-57.292778,0.033419,,
1980-03-07,14.867319,14.445410,13.876216,,-42.190878,-1.347943,-56.919345,0.041315,,
